pair_name	sex	pleio_total	pleio_type_ANTAGONIST	pleio_type_AGONIST	pleio_agonist_dir_POSITIVE	pleio_agonist_dir_NEGATIVE	convincing_CONVINCING	convincing_type_CONVINCING_SAME	convincing_type_CONVINCING_DISTINCT
ADHD:Alzheimer's Disease	female	1	1	NA	NA	NA	NA	NA	NA
ADHD:Body Mass Index	female	3	NA	3	2	1	NA	NA	NA
ADHD:Body Mass Index	male	6	NA	6	6	NA	NA	NA	NA
ADHD:Cardiovascular disease	female	3	NA	3	3	NA	NA	NA	NA
ADHD:Cardiovascular disease	male	5	2	3	1	2	1	1	NA
ADHD:Educational attainment	female	6	6	NA	NA	NA	1	1	NA
ADHD:Educational attainment	male	5	5	NA	NA	NA	1	1	NA
ADHD:Fasting glucose	female	5	1	4	2	2	NA	NA	NA
ADHD:Fasting glucose	male	1	1	NA	NA	NA	NA	NA	NA
ADHD:Fasting insulin	male	2	1	1	1	NA	1	1	NA
ADHD:Free thyroxine (FT4)	male	2	NA	2	2	NA	NA	NA	NA
ADHD:Glycine level	female	5	1	4	3	1	NA	NA	NA
ADHD:Glycine level	male	4	3	1	NA	1	NA	NA	NA
ADHD:HDL	female	6	4	2	2	NA	NA	NA	NA
ADHD:HDL	male	18	10	8	4	4	NA	NA	NA
ADHD:Height	female	3	2	1	1	NA	NA	NA	NA
ADHD:Height	male	2	2	NA	NA	NA	NA	NA	NA
ADHD:Hip circumference	female	1	NA	1	1	NA	NA	NA	NA
ADHD:Hip circumference	male	3	NA	3	2	1	NA	NA	NA
ADHD:Hip circumference (adjBMI)	female	1	NA	1	1	NA	NA	NA	NA
ADHD:Hip circumference (adjBMI)	male	3	1	2	1	1	NA	NA	NA
ADHD:Insomnia	male	4	NA	4	2	2	1	1	NA
ADHD:LDL	female	11	3	8	5	3	3	3	NA
ADHD:LDL	male	19	10	9	6	3	NA	NA	NA
ADHD:Left Caudate	female	1	1	NA	NA	NA	1	1	NA
ADHD:Left Putamen	female	2	NA	2	2	NA	NA	NA	NA
ADHD:Left Putamen	male	1	NA	1	1	NA	NA	NA	NA
ADHD:Multisite chronic pain	female	1	NA	1	NA	1	NA	NA	NA
ADHD:Multisite chronic pain	male	2	NA	2	2	NA	1	1	NA
ADHD:Number of children ever born	male	1	NA	1	1	NA	1	1	NA
ADHD:PTSD	female	1	NA	1	NA	1	NA	NA	NA
ADHD:PTSD	male	1	NA	1	1	NA	NA	NA	NA
ADHD:Parkinson's disease	female	2	1	1	NA	1	1	1	NA
ADHD:Parkinson's disease	male	2	1	1	1	NA	NA	NA	NA
ADHD:Right Putamen	female	1	NA	1	1	NA	NA	NA	NA
ADHD:Right Putamen	male	1	NA	1	NA	1	NA	NA	NA
ADHD:Risk-taking behaviour	male	1	NA	1	NA	1	NA	NA	NA
ADHD:Schizophrenia	male	5	1	4	2	2	3	2	1
ADHD:Snoring	female	1	1	NA	NA	NA	NA	NA	NA
ADHD:TC	female	17	10	7	5	2	2	2	NA
ADHD:TC	male	17	7	10	8	2	NA	NA	NA
ADHD:Thyroid-stimulating hormone	female	3	NA	3	2	1	NA	NA	NA
ADHD:Thyroid-stimulating hormone	male	1	NA	1	1	NA	NA	NA	NA
ADHD:Type 2 diabetes	female	5	1	4	3	1	NA	NA	NA
ADHD:Type 2 diabetes	male	7	2	5	3	2	NA	NA	NA
ADHD:Waist circumference	female	2	NA	2	NA	2	NA	NA	NA
ADHD:Waist circumference	male	5	NA	5	4	1	NA	NA	NA
ADHD:Waist circumference (adjBMI)	female	1	1	NA	NA	NA	NA	NA	NA
ADHD:Waist circumference (adjBMI)	male	4	2	2	2	NA	NA	NA	NA
ADHD:Waist-hip ratio	female	1	1	NA	NA	NA	NA	NA	NA
ADHD:Waist-hip ratio (<= 50 yrs, adjBMI)	female	1	1	NA	NA	NA	NA	NA	NA
ADHD:Waist-hip ratio (adjBMI)	female	1	1	NA	NA	NA	NA	NA	NA
ADHD:Weight	female	2	NA	2	1	1	NA	NA	NA
ADHD:Weight	male	1	1	NA	NA	NA	NA	NA	NA
ADHD:logTG	female	5	1	4	3	1	1	1	NA
ADHD:logTG	male	20	9	11	5	6	NA	NA	NA
ADHD:nonHDL	female	11	4	7	5	2	2	1	1
ADHD:nonHDL	male	17	10	7	3	4	NA	NA	NA
Age at first birth:Body Mass Index	female	8	6	2	1	1	1	1	NA
Age at first birth:Body Mass Index	male	3	3	NA	NA	NA	NA	NA	NA
Age at first birth:Cardiovascular disease	female	1	1	NA	NA	NA	NA	NA	NA
Age at first birth:Cardiovascular disease	male	3	1	2	NA	2	NA	NA	NA
Age at first birth:Educational attainment	female	6	NA	6	4	2	4	2	2
Age at first birth:Educational attainment	male	1	NA	1	NA	1	NA	NA	NA
Age at first birth:Fasting glucose	female	1	1	NA	NA	NA	NA	NA	NA
Age at first birth:Fasting glucose	male	2	1	1	NA	1	NA	NA	NA
Age at first birth:Fasting insulin	female	1	1	NA	NA	NA	NA	NA	NA
Age at first birth:Free thyroxine (FT4)	male	1	NA	1	1	NA	NA	NA	NA
Age at first birth:Glycine level	female	1	1	NA	NA	NA	NA	NA	NA
Age at first birth:Glycine level	male	4	4	NA	NA	NA	NA	NA	NA
Age at first birth:Grip strength measurement/ Muscle weakness	female	1	1	NA	NA	NA	NA	NA	NA
Age at first birth:HDL	female	15	11	4	3	1	2	2	NA
Age at first birth:HDL	male	6	3	3	1	2	1	1	NA
Age at first birth:Height	female	8	3	5	4	1	NA	NA	NA
Age at first birth:Height	male	1	NA	1	NA	1	NA	NA	NA
Age at first birth:Hip circumference	female	3	3	NA	NA	NA	NA	NA	NA
Age at first birth:Hip circumference (adjBMI)	female	4	1	3	3	NA	NA	NA	NA
Age at first birth:Hip circumference (adjBMI)	male	3	2	1	NA	1	NA	NA	NA
Age at first birth:Insomnia	female	2	2	NA	NA	NA	NA	NA	NA
Age at first birth:LDL	female	14	7	7	3	4	NA	NA	NA
Age at first birth:LDL	male	12	5	7	4	3	NA	NA	NA
Age at first birth:Left Putamen	female	2	2	NA	NA	NA	NA	NA	NA
Age at first birth:Left Putamen	male	1	1	NA	NA	NA	NA	NA	NA
Age at first birth:Multisite chronic pain	female	1	1	NA	NA	NA	NA	NA	NA
Age at first birth:Multisite chronic pain	male	1	1	NA	NA	NA	1	1	NA
Age at first birth:Number of children ever born	female	1	1	NA	NA	NA	NA	NA	NA
Age at first birth:PTSD	female	1	1	NA	NA	NA	NA	NA	NA
Age at first birth:Parkinson's disease	female	1	1	NA	NA	NA	NA	NA	NA
Age at first birth:Pubertal growth	female	1	NA	1	1	NA	NA	NA	NA
Age at first birth:Right Putamen	female	2	2	NA	NA	NA	NA	NA	NA
Age at first birth:Right Putamen	male	1	1	NA	NA	NA	NA	NA	NA
Age at first birth:Risk-taking behaviour	female	1	1	NA	NA	NA	1	1	NA
Age at first birth:Risk-taking behaviour	male	1	1	NA	NA	NA	NA	NA	NA
Age at first birth:Schizophrenia	female	3	2	1	1	NA	NA	NA	NA
Age at first birth:Schizophrenia	male	1	1	NA	NA	NA	1	1	NA
Age at first birth:Snoring	female	2	2	NA	NA	NA	NA	NA	NA
Age at first birth:Spelling	male	1	NA	1	NA	1	NA	NA	NA
Age at first birth:TC	female	17	9	8	3	5	1	1	NA
Age at first birth:TC	male	9	5	4	2	2	NA	NA	NA
Age at first birth:Thyroid-stimulating hormone	female	3	2	1	NA	1	NA	NA	NA
Age at first birth:Thyroid-stimulating hormone	male	3	1	2	NA	2	NA	NA	NA
Age at first birth:Type 2 diabetes	female	3	2	1	1	NA	NA	NA	NA
Age at first birth:Type 2 diabetes	male	7	3	4	1	3	1	1	NA
Age at first birth:Waist circumference	female	3	3	NA	NA	NA	NA	NA	NA
Age at first birth:Waist circumference	male	2	2	NA	NA	NA	NA	NA	NA
Age at first birth:Waist circumference (adjBMI)	female	3	3	NA	NA	NA	NA	NA	NA
Age at first birth:Waist circumference (adjBMI)	male	1	NA	1	NA	1	NA	NA	NA
Age at first birth:Waist-hip ratio	female	2	2	NA	NA	NA	NA	NA	NA
Age at first birth:Waist-hip ratio	male	1	1	NA	NA	NA	NA	NA	NA
Age at first birth:Waist-hip ratio (<= 50 yrs, adjBMI)	female	1	1	NA	NA	NA	NA	NA	NA
Age at first birth:Waist-hip ratio (> 50 yrs, adjBMI)	female	1	1	NA	NA	NA	NA	NA	NA
Age at first birth:Waist-hip ratio (adjBMI)	female	3	3	NA	NA	NA	NA	NA	NA
Age at first birth:Weight	female	4	4	NA	NA	NA	NA	NA	NA
Age at first birth:logTG	female	14	2	12	5	7	NA	NA	NA
Age at first birth:logTG	male	11	7	4	2	2	1	1	NA
Age at first birth:nonHDL	female	17	8	9	5	4	NA	NA	NA
Age at first birth:nonHDL	male	13	7	6	4	2	NA	NA	NA
Alzheimer's Disease:Body Mass Index	female	5	5	NA	NA	NA	NA	NA	NA
Alzheimer's Disease:Body Mass Index	male	1	1	NA	NA	NA	NA	NA	NA
Alzheimer's Disease:CC Central	female	1	1	NA	NA	NA	NA	NA	NA
Alzheimer's Disease:CC Central	male	1	NA	1	1	NA	NA	NA	NA
Alzheimer's Disease:Cardiovascular disease	female	2	1	1	NA	1	1	NA	1
Alzheimer's Disease:Cardiovascular disease	male	5	4	1	NA	1	1	NA	1
Alzheimer's Disease:Carotid intima-media thickness	female	1	NA	1	NA	1	NA	NA	NA
Alzheimer's Disease:Carotid intima-media thickness	male	1	NA	1	NA	1	1	NA	1
Alzheimer's Disease:Fasting insulin	female	1	1	NA	NA	NA	NA	NA	NA
Alzheimer's Disease:Free thyroxine (FT4)	female	2	NA	2	1	1	NA	NA	NA
Alzheimer's Disease:Free thyroxine (FT4)	male	1	NA	1	1	NA	NA	NA	NA
Alzheimer's Disease:Glycine level	female	2	2	NA	NA	NA	NA	NA	NA
Alzheimer's Disease:Glycine level	male	5	3	2	NA	2	NA	NA	NA
Alzheimer's Disease:HDL	female	17	5	12	5	7	1	NA	1
Alzheimer's Disease:HDL	male	19	8	11	7	4	1	NA	1
Alzheimer's Disease:Height	female	3	2	1	NA	1	NA	NA	NA
Alzheimer's Disease:Height	male	6	3	3	3	NA	NA	NA	NA
Alzheimer's Disease:Hip circumference	female	1	1	NA	NA	NA	NA	NA	NA
Alzheimer's Disease:Hip circumference (adjBMI)	female	1	NA	1	1	NA	NA	NA	NA
Alzheimer's Disease:Hip circumference (adjBMI)	male	4	2	2	2	NA	NA	NA	NA
Alzheimer's Disease:Insomnia	female	1	1	NA	NA	NA	NA	NA	NA
Alzheimer's Disease:LDL	female	23	14	9	6	3	1	NA	1
Alzheimer's Disease:LDL	male	19	7	12	6	6	1	NA	1
Alzheimer's Disease:Left 5m area	male	1	1	NA	NA	NA	NA	NA	NA
Alzheimer's Disease:Left Caudate	female	2	2	NA	NA	NA	NA	NA	NA
Alzheimer's Disease:Left Caudate	male	2	1	1	1	NA	NA	NA	NA
Alzheimer's Disease:Left MST area	female	1	NA	1	1	NA	NA	NA	NA
Alzheimer's Disease:Left PoI GM thikness	female	1	1	NA	NA	NA	NA	NA	NA
Alzheimer's Disease:Left Putamen	female	1	NA	1	1	NA	NA	NA	NA
Alzheimer's Disease:Multisite chronic pain	female	1	NA	1	1	NA	NA	NA	NA
Alzheimer's Disease:Multisite chronic pain	male	3	3	NA	NA	NA	NA	NA	NA
Alzheimer's Disease:Nonword reading	female	1	NA	1	1	NA	NA	NA	NA
Alzheimer's Disease:PTSD	female	1	NA	1	1	NA	NA	NA	NA
Alzheimer's Disease:PTSD	male	1	1	NA	NA	NA	NA	NA	NA
Alzheimer's Disease:Parkinson's disease	female	3	1	2	1	1	NA	NA	NA
Alzheimer's Disease:Parkinson's disease	male	3	1	2	1	1	NA	NA	NA
Alzheimer's Disease:Performance IQ	female	1	1	NA	NA	NA	NA	NA	NA
Alzheimer's Disease:Right Putamen	female	1	1	NA	NA	NA	NA	NA	NA
Alzheimer's Disease:Risk-taking behaviour	male	2	1	1	1	NA	NA	NA	NA
Alzheimer's Disease:Schizophrenia	female	1	1	NA	NA	NA	NA	NA	NA
Alzheimer's Disease:Schizophrenia	male	6	2	4	1	3	1	1	NA
Alzheimer's Disease:Spelling	female	1	NA	1	NA	1	NA	NA	NA
Alzheimer's Disease:Spelling	male	1	NA	1	1	NA	NA	NA	NA
Alzheimer's Disease:TC	female	20	9	11	7	4	1	NA	1
Alzheimer's Disease:TC	male	20	10	10	7	3	1	NA	1
Alzheimer's Disease:Thyroid-stimulating hormone	female	4	3	1	1	NA	NA	NA	NA
Alzheimer's Disease:Thyroid-stimulating hormone	male	3	1	2	2	NA	NA	NA	NA
Alzheimer's Disease:Type 2 diabetes	female	3	2	1	NA	1	NA	NA	NA
Alzheimer's Disease:Type 2 diabetes	male	4	2	2	1	1	1	1	NA
Alzheimer's Disease:Waist circumference	female	4	3	1	NA	1	1	1	NA
Alzheimer's Disease:Waist circumference	male	1	1	NA	NA	NA	NA	NA	NA
Alzheimer's Disease:Waist circumference (adjBMI)	female	3	2	1	1	NA	NA	NA	NA
Alzheimer's Disease:Waist-hip ratio	female	3	1	2	2	NA	NA	NA	NA
Alzheimer's Disease:Waist-hip ratio	male	1	1	NA	NA	NA	NA	NA	NA
Alzheimer's Disease:Waist-hip ratio (<= 50 yrs, adjBMI)	female	1	NA	1	1	NA	NA	NA	NA
Alzheimer's Disease:Waist-hip ratio (<= 50 yrs, adjBMI)	male	1	1	NA	NA	NA	NA	NA	NA
Alzheimer's Disease:Waist-hip ratio (> 50 yrs, adjBMI)	female	1	1	NA	NA	NA	NA	NA	NA
Alzheimer's Disease:Waist-hip ratio (adjBMI)	female	6	5	1	1	NA	NA	NA	NA
Alzheimer's Disease:Weight	female	3	2	1	1	NA	NA	NA	NA
Alzheimer's Disease:logTG	female	15	8	7	4	3	1	NA	1
Alzheimer's Disease:logTG	male	17	8	9	4	5	1	NA	1
Alzheimer's Disease:nonHDL	female	16	11	5	3	2	1	NA	1
Alzheimer's Disease:nonHDL	male	16	11	5	2	3	1	NA	1
Body Mass Index:CC Central	female	4	1	3	2	1	NA	NA	NA
Body Mass Index:CC Central	male	4	2	2	1	1	NA	NA	NA
Body Mass Index:Cardiovascular disease	female	8	4	4	3	1	2	1	1
Body Mass Index:Cardiovascular disease	male	13	6	7	4	3	1	1	NA
Body Mass Index:Carotid intima-media thickness	female	3	NA	3	2	1	NA	NA	NA
Body Mass Index:Carotid intima-media thickness	male	3	NA	3	3	NA	NA	NA	NA
Body Mass Index:Educational attainment	female	12	10	2	1	1	6	3	3
Body Mass Index:Educational attainment	male	11	9	2	1	1	3	2	1
Body Mass Index:Fasting glucose	female	6	4	2	NA	2	2	1	1
Body Mass Index:Fasting glucose	male	4	3	1	NA	1	3	2	1
Body Mass Index:Fasting insulin	female	6	2	4	3	1	2	2	NA
Body Mass Index:Fasting insulin	male	6	1	5	3	2	4	4	NA
Body Mass Index:Free thyroxine (FT4)	female	7	4	3	1	2	NA	NA	NA
Body Mass Index:Free thyroxine (FT4)	male	9	7	2	1	1	1	1	NA
Body Mass Index:Glycine level	female	3	1	2	NA	2	NA	NA	NA
Body Mass Index:Glycine level	male	6	2	4	1	3	1	1	NA
Body Mass Index:Grip strength measurement/ Muscle weakness	female	6	3	3	3	NA	2	1	1
Body Mass Index:Grip strength measurement/ Muscle weakness	male	2	NA	2	2	NA	1	1	NA
Body Mass Index:HDL	female	68	24	44	27	17	25	20	5
Body Mass Index:HDL	male	55	15	40	20	20	18	11	7
Body Mass Index:Height	female	17	12	5	3	2	4	2	2
Body Mass Index:Height	male	17	9	8	5	3	1	1	NA
Body Mass Index:Height SDS	female	4	NA	4	2	2	1	1	NA
Body Mass Index:Height SDS	male	8	NA	8	4	4	NA	NA	NA
Body Mass Index:Hip circumference	female	24	2	22	14	8	22	22	NA
Body Mass Index:Hip circumference	male	21	4	17	12	5	17	17	NA
Body Mass Index:Hip circumference (adjBMI)	female	19	6	13	9	4	2	2	NA
Body Mass Index:Hip circumference (adjBMI)	male	15	5	10	7	3	2	2	NA
Body Mass Index:Insomnia	female	6	4	2	1	1	NA	NA	NA
Body Mass Index:Insomnia	male	8	4	4	1	3	1	1	NA
Body Mass Index:LDL	female	41	21	20	12	8	6	2	4
Body Mass Index:LDL	male	36	23	13	6	7	6	4	2
Body Mass Index:Left 5m area	female	1	NA	1	NA	1	NA	NA	NA
Body Mass Index:Left 5m area	male	4	1	3	2	1	NA	NA	NA
Body Mass Index:Left Caudate	female	7	4	3	1	2	NA	NA	NA
Body Mass Index:Left Caudate	male	5	1	4	2	2	NA	NA	NA
Body Mass Index:Left MST area	female	1	NA	1	1	NA	NA	NA	NA
Body Mass Index:Left MST area	male	1	1	NA	NA	NA	NA	NA	NA
Body Mass Index:Left PoI GM thikness	female	4	NA	4	3	1	NA	NA	NA
Body Mass Index:Left PoI GM thikness	male	1	NA	1	1	NA	NA	NA	NA
Body Mass Index:Left Putamen	female	5	3	2	1	1	1	1	NA
Body Mass Index:Left Putamen	male	6	4	2	1	1	NA	NA	NA
Body Mass Index:Major Depression	female	5	3	2	1	1	NA	NA	NA
Body Mass Index:Major Depression	male	2	NA	2	2	NA	NA	NA	NA
Body Mass Index:Multisite chronic pain	female	11	1	10	6	4	3	3	NA
Body Mass Index:Multisite chronic pain	male	6	1	5	4	1	1	1	NA
Body Mass Index:Nonword reading	female	4	2	2	2	NA	NA	NA	NA
Body Mass Index:Nonword reading	male	4	4	NA	NA	NA	NA	NA	NA
Body Mass Index:Number of children ever born	female	8	2	6	5	1	NA	NA	NA
Body Mass Index:Number of children ever born	male	5	2	3	2	1	NA	NA	NA
Body Mass Index:PTSD	female	3	NA	3	3	NA	NA	NA	NA
Body Mass Index:PTSD	male	5	1	4	3	1	NA	NA	NA
Body Mass Index:Parkinson's disease	female	7	5	2	NA	2	1	1	NA
Body Mass Index:Parkinson's disease	male	4	2	2	1	1	NA	NA	NA
Body Mass Index:Performance IQ	male	2	1	1	1	NA	1	1	NA
Body Mass Index:Pubertal growth	female	5	5	NA	NA	NA	2	2	NA
Body Mass Index:Pubertal growth	male	4	4	NA	NA	NA	1	1	NA
Body Mass Index:Right Putamen	female	6	3	3	2	1	1	1	NA
Body Mass Index:Right Putamen	male	5	4	1	NA	1	NA	NA	NA
Body Mass Index:Risk-taking behaviour	female	6	1	5	3	2	1	NA	1
Body Mass Index:Risk-taking behaviour	male	8	4	4	2	2	NA	NA	NA
Body Mass Index:Schizophrenia	female	12	5	7	6	1	4	4	NA
Body Mass Index:Schizophrenia	male	8	4	4	2	2	3	3	NA
Body Mass Index:Snoring	female	10	1	9	5	4	1	1	NA
Body Mass Index:Snoring	male	7	1	6	5	1	1	1	NA
Body Mass Index:Spelling	female	3	2	1	1	NA	1	1	NA
Body Mass Index:Spelling	male	1	NA	1	1	NA	NA	NA	NA
Body Mass Index:TC	female	41	22	19	11	8	7	2	5
Body Mass Index:TC	male	31	21	10	4	6	10	8	2
Body Mass Index:Thyroid-stimulating hormone	female	5	3	2	1	1	1	1	NA
Body Mass Index:Thyroid-stimulating hormone	male	8	3	5	2	3	NA	NA	NA
Body Mass Index:Type 2 diabetes	female	45	24	21	11	10	13	11	2
Body Mass Index:Type 2 diabetes	male	53	31	22	14	8	15	14	1
Body Mass Index:Waist circumference	female	28	8	20	10	10	20	20	NA
Body Mass Index:Waist circumference	male	20	2	18	9	9	18	17	1
Body Mass Index:Waist circumference (adjBMI)	female	16	10	6	4	2	2	1	1
Body Mass Index:Waist circumference (adjBMI)	male	21	16	5	4	1	3	3	NA
Body Mass Index:Waist-hip ratio	female	38	25	13	6	7	6	6	NA
Body Mass Index:Waist-hip ratio	male	15	2	13	7	6	10	10	NA
Body Mass Index:Waist-hip ratio (<= 50 yrs, adjBMI)	female	7	7	NA	NA	NA	NA	NA	NA
Body Mass Index:Waist-hip ratio (<= 50 yrs, adjBMI)	male	3	2	1	NA	1	NA	NA	NA
Body Mass Index:Waist-hip ratio (> 50 yrs, adjBMI)	female	14	10	4	2	2	NA	NA	NA
Body Mass Index:Waist-hip ratio (> 50 yrs, adjBMI)	male	6	2	4	2	2	1	1	NA
Body Mass Index:Waist-hip ratio (adjBMI)	female	17	16	1	1	NA	2	2	NA
Body Mass Index:Waist-hip ratio (adjBMI)	male	11	8	3	1	2	1	1	NA
Body Mass Index:Weight	female	18	4	14	11	3	14	14	NA
Body Mass Index:Weight	male	18	9	9	7	2	9	9	NA
Body Mass Index:Word reading	female	5	3	2	2	NA	NA	NA	NA
Body Mass Index:Word reading	male	2	2	NA	NA	NA	NA	NA	NA
Body Mass Index:logTG	female	69	54	15	11	4	16	13	3
Body Mass Index:logTG	male	46	33	13	11	2	12	9	3
Body Mass Index:nonHDL	female	43	16	27	15	12	7	4	3
Body Mass Index:nonHDL	male	33	19	14	6	8	4	2	2
CC Central:Educational attainment	female	5	4	1	1	NA	1	1	NA
CC Central:Fasting glucose	female	2	2	NA	NA	NA	NA	NA	NA
CC Central:Fasting glucose	male	2	2	NA	NA	NA	NA	NA	NA
CC Central:Free thyroxine (FT4)	female	2	2	NA	NA	NA	NA	NA	NA
CC Central:Free thyroxine (FT4)	male	3	1	2	1	1	NA	NA	NA
CC Central:Glycine level	female	3	1	2	2	NA	NA	NA	NA
CC Central:Glycine level	male	3	NA	3	1	2	NA	NA	NA
CC Central:Grip strength measurement/ Muscle weakness	female	1	1	NA	NA	NA	NA	NA	NA
CC Central:HDL	female	14	8	6	2	4	NA	NA	NA
CC Central:HDL	male	21	9	12	7	5	1	1	NA
CC Central:Height	female	5	4	1	1	NA	NA	NA	NA
CC Central:Height	male	3	2	1	NA	1	NA	NA	NA
CC Central:Hip circumference	female	2	1	1	1	NA	NA	NA	NA
CC Central:Hip circumference	male	1	NA	1	1	NA	NA	NA	NA
CC Central:Hip circumference (adjBMI)	female	3	2	1	NA	1	NA	NA	NA
CC Central:Hip circumference (adjBMI)	male	1	NA	1	NA	1	NA	NA	NA
CC Central:Insomnia	female	1	NA	1	1	NA	NA	NA	NA
CC Central:LDL	female	24	11	13	7	6	NA	NA	NA
CC Central:LDL	male	20	11	9	3	6	NA	NA	NA
CC Central:Left 5m area	female	1	1	NA	NA	NA	1	1	NA
CC Central:Left 5m area	male	1	1	NA	NA	NA	NA	NA	NA
CC Central:Left Caudate	female	1	1	NA	NA	NA	1	1	NA
CC Central:Left Caudate	male	2	2	NA	NA	NA	NA	NA	NA
CC Central:Left MST area	male	1	1	NA	NA	NA	NA	NA	NA
CC Central:Left PoI GM thikness	female	2	2	NA	NA	NA	NA	NA	NA
CC Central:Left Putamen	female	3	NA	3	3	NA	1	1	NA
CC Central:Major Depression	male	1	NA	1	1	NA	NA	NA	NA
CC Central:Multisite chronic pain	female	2	NA	2	1	1	NA	NA	NA
CC Central:Multisite chronic pain	male	1	NA	1	1	NA	NA	NA	NA
CC Central:Nonword reading	male	1	NA	1	NA	1	NA	NA	NA
CC Central:Right Putamen	female	3	NA	3	3	NA	NA	NA	NA
CC Central:Schizophrenia	female	1	NA	1	1	NA	NA	NA	NA
CC Central:Schizophrenia	male	1	NA	1	1	NA	NA	NA	NA
CC Central:Snoring	female	1	NA	1	1	NA	NA	NA	NA
CC Central:Spelling	female	1	1	NA	NA	NA	NA	NA	NA
CC Central:Spelling	male	1	NA	1	1	NA	NA	NA	NA
CC Central:TC	female	19	9	10	6	4	NA	NA	NA
CC Central:TC	male	27	11	16	9	7	NA	NA	NA
CC Central:Thyroid-stimulating hormone	female	2	NA	2	1	1	NA	NA	NA
CC Central:Thyroid-stimulating hormone	male	1	NA	1	NA	1	NA	NA	NA
CC Central:Type 2 diabetes	male	2	NA	2	2	NA	NA	NA	NA
CC Central:Waist circumference	female	3	1	2	1	1	NA	NA	NA
CC Central:Waist circumference	male	2	1	1	1	NA	NA	NA	NA
CC Central:Waist circumference (adjBMI)	female	1	NA	1	NA	1	NA	NA	NA
CC Central:Waist circumference (adjBMI)	male	4	1	3	2	1	NA	NA	NA
CC Central:Waist-hip ratio	female	1	NA	1	NA	1	NA	NA	NA
CC Central:Waist-hip ratio	male	2	1	1	1	NA	NA	NA	NA
CC Central:Waist-hip ratio (<= 50 yrs, adjBMI)	female	1	NA	1	NA	1	NA	NA	NA
CC Central:Waist-hip ratio (<= 50 yrs, adjBMI)	male	1	NA	1	1	NA	NA	NA	NA
CC Central:Waist-hip ratio (> 50 yrs, adjBMI)	female	1	NA	1	NA	1	NA	NA	NA
CC Central:Waist-hip ratio (adjBMI)	female	2	1	1	NA	1	NA	NA	NA
CC Central:Waist-hip ratio (adjBMI)	male	3	1	2	2	NA	NA	NA	NA
CC Central:Weight	male	1	1	NA	NA	NA	NA	NA	NA
CC Central:logTG	female	13	7	6	3	3	1	1	NA
CC Central:logTG	male	10	2	8	6	2	NA	NA	NA
CC Central:nonHDL	female	25	13	12	5	7	1	1	NA
CC Central:nonHDL	male	19	10	9	3	6	NA	NA	NA
Cardiovascular disease:CC Central	male	1	1	NA	NA	NA	1	1	NA
Cardiovascular disease:Carotid intima-media thickness	female	3	1	2	1	1	1	1	NA
Cardiovascular disease:Carotid intima-media thickness	male	11	1	10	2	8	2	2	NA
Cardiovascular disease:Educational attainment	female	9	9	NA	NA	NA	1	1	NA
Cardiovascular disease:Educational attainment	male	7	5	2	1	1	2	2	NA
Cardiovascular disease:Fasting glucose	female	5	2	3	3	NA	1	1	NA
Cardiovascular disease:Fasting glucose	male	10	3	7	6	1	NA	NA	NA
Cardiovascular disease:Fasting insulin	female	2	2	NA	NA	NA	NA	NA	NA
Cardiovascular disease:Fasting insulin	male	9	7	2	2	NA	1	1	NA
Cardiovascular disease:Free thyroxine (FT4)	female	2	1	1	1	NA	NA	NA	NA
Cardiovascular disease:Free thyroxine (FT4)	male	1	1	NA	NA	NA	NA	NA	NA
Cardiovascular disease:Glycine level	female	5	4	1	NA	1	1	1	NA
Cardiovascular disease:Glycine level	male	11	7	4	3	1	1	1	NA
Cardiovascular disease:Grip strength measurement/ Muscle weakness	female	2	NA	2	1	1	NA	NA	NA
Cardiovascular disease:Grip strength measurement/ Muscle weakness	male	8	4	4	2	2	NA	NA	NA
Cardiovascular disease:HDL	female	35	18	17	9	8	10	8	2
Cardiovascular disease:HDL	male	71	33	38	22	16	22	12	10
Cardiovascular disease:Height	female	10	6	4	2	2	1	NA	1
Cardiovascular disease:Height	male	14	9	5	4	1	3	2	1
Cardiovascular disease:Height SDS	female	1	NA	1	1	NA	NA	NA	NA
Cardiovascular disease:Height SDS	male	5	1	4	2	2	NA	NA	NA
Cardiovascular disease:Hip circumference	female	9	4	5	4	1	NA	NA	NA
Cardiovascular disease:Hip circumference	male	10	6	4	3	1	2	2	NA
Cardiovascular disease:Hip circumference (adjBMI)	female	12	9	3	2	1	NA	NA	NA
Cardiovascular disease:Hip circumference (adjBMI)	male	10	7	3	3	NA	1	1	NA
Cardiovascular disease:Insomnia	female	1	NA	1	NA	1	NA	NA	NA
Cardiovascular disease:Insomnia	male	8	2	6	3	3	1	1	NA
Cardiovascular disease:LDL	female	55	12	43	24	19	10	8	2
Cardiovascular disease:LDL	male	106	29	77	42	35	27	21	6
Cardiovascular disease:Left 5m area	female	2	2	NA	NA	NA	NA	NA	NA
Cardiovascular disease:Left 5m area	male	4	4	NA	NA	NA	NA	NA	NA
Cardiovascular disease:Left Caudate	female	2	1	1	1	NA	NA	NA	NA
Cardiovascular disease:Left Caudate	male	5	3	2	NA	2	NA	NA	NA
Cardiovascular disease:Left MST area	male	3	2	1	1	NA	NA	NA	NA
Cardiovascular disease:Left PoI GM thikness	male	3	1	2	2	NA	NA	NA	NA
Cardiovascular disease:Left Putamen	female	3	1	2	1	1	NA	NA	NA
Cardiovascular disease:Left Putamen	male	6	4	2	1	1	NA	NA	NA
